Date,Predicted,CI_Lower,CI_Upper,Signal
2025-07-01,2484.735351562501,2303.7302418871973,2679.9621132059315,Hold
2025-07-02,2484.735351562501,2232.674039361997,2765.253529381595,Hold
2025-07-03,2484.735351562501,2179.640358561823,2832.535992946154,Hold
2025-07-04,2484.735351562501,2135.910779038169,2890.527932109891,Hold
2025-07-05,2484.735351562501,2098.1117924399273,2942.6028629888624,Hold
2025-07-06,2484.735351562501,2064.514970666933,2990.4892214513557,Hold
2025-07-07,2484.735351562501,2034.0945454799414,3035.2127835079104,Hold
2025-07-08,2484.735351562501,2006.1828147236354,3077.4412590883053,Hold
2025-07-09,2484.735351562501,1980.316433922944,3117.638000445265,Hold
2025-07-10,2484.735351562501,1956.158365550977,3156.1400528865,Hold
2025-07-11,2484.735351562501,1933.4544145580023,3193.2016192457336,Hold
2025-07-12,2484.735351562501,1912.0072832321553,3229.0200050220155,Hold
2025-07-13,2484.735351562501,1891.6602189103662,3263.7519706687676,Hold
2025-07-14,2484.735351562501,1872.2862466366796,3297.5244989354924,Hold
2025-07-15,2484.735351562501,1853.7808190396943,3330.4421449902948,Hold
2025-07-16,2484.735351562501,1836.0566448920636,3362.5922078604312,Hold
2025-07-17,2484.735351562501,1819.0399556950495,3394.048463847733,Hold
2025-07-18,2484.735351562501,1802.6677499541772,3424.8739222529257,Hold
2025-07-19,2484.735351562501,1786.8857194195139,3455.1228991354164,Hold
2025-07-20,2484.735351562501,1771.6466617815377,3484.842604617363,Hold
2025-07-21,2484.735351562501,1756.9092472785574,3514.07437627628,Hold
2025-07-22,2484.735351562501,1742.6370473395784,3542.854650502187,Hold
2025-07-23,2484.735351562501,1728.797760304219,3571.2157367776745,Hold
2025-07-24,2484.735351562501,1715.3625874710533,3599.1864416295653,Hold
2025-07-25,2484.735351562501,1702.3057252885683,3626.7925764379615,Hold
2025-07-26,2484.735351562501,1689.603948324939,3654.0573744664766,Hold
2025-07-27,2484.735351562501,1677.2362639481864,3681.0018361820676,Hold
2025-07-28,2484.735351562501,1665.183624207105,3707.6450173741073,Hold
2025-07-29,2484.735351562501,1653.4286837492216,3734.004271236435,Hold
2025-07-30,2484.735351562501,1641.9555950982358,3760.0954530899166,Hold
